fp_sol,normalized_hash,label,n_assessments,n_positive,n_negative,n_assessed_types,assessed_types,positive_types,assessed_swcs,source_datasets,source_path
79792891790db94c2f58a87aa65ff958,fe47205ca84084eba788cd6a6edb711fa379b8f7fe1b1fe3b7edd99f4d2dac28,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\79792891790db94c2f58a87aa65ff958.sol
798a0911ab2bc05583da97320bd7d643,b086c9628cd4c0f5fbb4e6589bf671cf05568380babafffc8b3d29559f97ce2a,1,6,2,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,bad_randomness|reentrancy,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\798a0911ab2bc05583da97320bd7d643.sol
79c0309ed060e54a01c3c1b00e352e4d,9ff4cd2ad9d1184cf775e475b657862cb8e899942346a2cdcc5eed558e91ceb9,1,5,1,4,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,bad_randomness,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\79c0309ed060e54a01c3c1b00e352e4d.sol
79f7272f9bf4433e87f9206d7ca44ab5,79d022dce9aed909f9555ca11c369c4c6ee993222757ea1f8faee8fb5af40a69,1,1,1,0,1,front_running,front_running,114,EthRacer,C:\Users\Exauce\Documents\smart-contract-cgt\source\79f7272f9bf4433e87f9206d7ca44ab5.sol
7a1a52c5c2027874be2a4b8386d5535c,e214673c33cc21518fc7e1587ff55c31c2d10546a6342ef3e30aa31bfe24623f,0,1,0,1,1,denial_service,,113,JiuZhou,C:\Users\Exauce\Documents\smart-contract-cgt\source\7a1a52c5c2027874be2a4b8386d5535c.sol
7a2b6f6fbc379100627d02dd203deb78,2e3ba7deb64f30ec1516123e349c3b7613d9ad45aefcf09386727ff8eb7eab12,1,1,1,0,1,bad_randomness,bad_randomness,120,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\7a2b6f6fbc379100627d02dd203deb78.sol
7a64289fb66092fe1c8f2b072f75db9a,bdbd67110b52778cd8386510f956d11abbf8421bf5b5631690c973ed0510b86e,1,7,3,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|front_running|unchecked_low_calls,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\7a64289fb66092fe1c8f2b072f75db9a.sol
7a7b12f2e68a66ad1597de44d4a67252,e4ddce5a09cf89666b73e91ee1d399aba22c0ab51c8db6695ab81899bf0297d5,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\7a7b12f2e68a66ad1597de44d4a67252.sol
7ad48449b789a2e5b2af6df909aa06de,499feb6ed50d3f6ef00d3dc9309d993ad0cdee517ff45d8e9851457e766da2b9,1,7,2,5,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,denial_service|reentrancy,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\7ad48449b789a2e5b2af6df909aa06de.sol
7adb7c42dabaf12602a755e45f2722da,d265725ecab97e9c8ff4e219a77271b38d656916ea749226b29b44ab2a1d1eab,1,1,1,0,1,arithmetic,arithmetic,101,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\7adb7c42dabaf12602a755e45f2722da.sol
7af9d31dd83638da9a8d194c4dacd148,39e71a5b2600b482bd782016f5da5b049b8933ab252736799f710759cb775e64,1,1,1,0,1,reentrancy,reentrancy,107,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\7af9d31dd83638da9a8d194c4dacd148.sol
7b3666e84ed06d8ae80b406c91996427,11bf2a4713d49ef8cd35d05eb90a78352c7dd1d2d0472f61f403bf2919845b9e,1,7,4,3,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|bad_randomness|denial_service|front_running,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\7b3666e84ed06d8ae80b406c91996427.sol
7b36c0f1b4ed31f58dde536efc25cfad,ef295eeb14ca43cdbc4415d5b29a419bb7f96ae15fbceb59b1144df36c057017,1,7,3,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|denial_service|reentrancy,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\7b36c0f1b4ed31f58dde536efc25cfad.sol
7b48f8872cd4c0341402cd36505e1f73,e1fb2ebc7eadf0193448845fb7e811b519336a11264b10e0c59be44ce1751f0f,1,1,1,0,1,time_manipulation,time_manipulation,116,SWCregistry,C:\Users\Exauce\Documents\smart-contract-cgt\source\7b48f8872cd4c0341402cd36505e1f73.sol
7b7807512399007d4ba9201bffb88a60,3f28a5dcc19fae23eba0c56c1e9a19b238b0357798d716b13357fd30be66fe2c,0,4,0,4,3,bad_randomness|denial_service|unchecked_low_calls,,104|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\7b7807512399007d4ba9201bffb88a60.sol
7b8ce73d7b597c2af51067e68d6693eb,5ff65e0d8efcc1f4d0ade0fa1fabc34181588d97350f42dfb451f41fecd09e45,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\7b8ce73d7b597c2af51067e68d6693eb.sol
7b9c23ead7253373c91b745869612feb,6f21e50c1c0f9764fa03af2b49d443b144aadd490bc5d707ad6c4c6ea273718e,1,6,2,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|denial_service,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\7b9c23ead7253373c91b745869612feb.sol
7ba657d5b3e829821944dab6a34f05fb,ea516abfe56a79e3138781c4fa61ecc36e3c1a90605a55219d89986d4ca7d3f7,0,4,0,4,3,bad_randomness|denial_service|unchecked_low_calls,,104|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\7ba657d5b3e829821944dab6a34f05fb.sol
7bfeec0009438143f2558fc9144aebe4,d567602174f628ef9d507434987a6ff792fdb21782766679e55fbb4cc1da7508,1,6,3,3,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|front_running|unchecked_low_calls,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\7bfeec0009438143f2558fc9144aebe4.sol
7c4200c10e1c54bbf609cde91c975168,241c9c971ebd97a3e9fe5972702665bc45e4d2e91efcd898cb6ca752e1be88a7,1,7,1,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,bad_randomness,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\7c4200c10e1c54bbf609cde91c975168.sol
7c6e30f50a8217c32ae481f5bd515a2a,a473186eb4f9c5aa0ad49f088809eff2e9beb42294b1a4e402e1516dda4baa70,1,6,1,5,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\7c6e30f50a8217c32ae481f5bd515a2a.sol
7c768acd1a6aaceeb2608de8d68bdc9e,bc38036a6b8c91288bed98fca69b99a4247975d78064d2edd8c826d1d09b68c8,1,1,1,0,1,unchecked_low_calls,unchecked_low_calls,104,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\7c768acd1a6aaceeb2608de8d68bdc9e.sol
7c7ee1f000f6b81c0640bbbc66a0be48,73d4fbf39185b77eb0ec7b4b9d62b8dcea872193d16088ea5970111f73b3af03,1,1,1,0,1,unchecked_low_calls,unchecked_low_calls,104,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\7c7ee1f000f6b81c0640bbbc66a0be48.sol
7c87059cd0be68164be88f79ca2aa411,835eb8e03faa1a44a93f2fac83646a813c8789aca7d8b66c45def53c9ff6e43f,1,7,1,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\7c87059cd0be68164be88f79ca2aa411.sol
7c8c13e054d253c80776aa19cfc150e5,a920bb61afc2f872688ee5ca4f0692a7462bd4684288daab92669d56fdf8abe9,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\7c8c13e054d253c80776aa19cfc150e5.sol
7caa99a5c7caca49a3915980d5a69ea6,06e2133ee0ffcf226df7730428f3a9775e310d7efa82a50696ebe29441f8e024,1,1,1,0,1,time_manipulation,time_manipulation,116,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\7caa99a5c7caca49a3915980d5a69ea6.sol
7ce26a0b3a9e1dbe11700936495160a4,7dd7a29e4d15e95d88a51d8e90eb96ab75e34cdf099185b12d93ef00bcc7a60a,1,1,1,0,1,front_running,front_running,114,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\7ce26a0b3a9e1dbe11700936495160a4.sol
7d0e3f58927a4b3e5651892d5045b74c,ec7a8573ba68556faec910c124c8bda97c3bf4d7bb878f6d65e55f0abe2591c6,1,1,1,0,1,time_manipulation,time_manipulation,116,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\7d0e3f58927a4b3e5651892d5045b74c.sol
7d27dd9bfa74287d2cdc390031d9578d,c4fe4a692b2625247490fd8a9985967b88a71da712fdbd45a3300d4d47122ffa,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\7d27dd9bfa74287d2cdc390031d9578d.sol
7d6ac131fbf69dca43168d0327fcc2b8,bd1b3f0a415589e3e91c396269acfa31f31717929dabcd1c326d29125d2eb1a6,1,6,4,2,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|bad_randomness|denial_service|front_running,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\7d6ac131fbf69dca43168d0327fcc2b8.sol
7d6b9a034771315b63328b230f104990,b20564ec47131a102be0728e3a218703657095e9c0eeb2b1e18facbc863fda6a,1,5,1,4,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,reentrancy,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\7d6b9a034771315b63328b230f104990.sol
7dc70726c5940fd0f7b0dfef8696d541,837e17c1d8c4d267c136e80aab312bf31aa7c782983e6b4fba7f6a5a5691c0d0,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\7dc70726c5940fd0f7b0dfef8696d541.sol
7dd18fb5fc95fc38b5c7d6442326b074,98c7fbdf6fae5a80078b787dc8d84598b6a004dc9a2ec5d24d575b5d7ead6738,1,1,1,0,1,arithmetic,arithmetic,101,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\7dd18fb5fc95fc38b5c7d6442326b074.sol
7e15db6fbdac537bcc3fd8b18ef81027,71f54f9493896bf3f95804f1a5fabd6c9be1f5507ff3ac132f208b1d64f1c1f2,1,7,3,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|denial_service|reentrancy,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\7e15db6fbdac537bcc3fd8b18ef81027.sol
7e22311b4e039bc3e5fa87fef6c8c99d,e2b0885aeaf7366df2c71cdc47c62634610f1a1a79a9d0f216aa9ab1e14b305e,0,7,0,7,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\7e22311b4e039bc3e5fa87fef6c8c99d.sol
7e75f67b4ed0e2fc7a53a89e45c4acb2,2a07037156c8837ad1b3c582d87430e235401cdc82ad854d9420a35f946258c0,1,6,1,5,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\7e75f67b4ed0e2fc7a53a89e45c4acb2.sol
7e833ddd83434ce7c79e6881f9933cce,ff6ec765fae676dbc96fefc1fb537403d9ea45e23b2b97701c0ec1e8acdba104,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\7e833ddd83434ce7c79e6881f9933cce.sol
7e8b768284cb6e9ec8abdf9d9d61ec41,624d77e6723d753461109488759832e2a4ea7323cdc67fc84b890a4f3f910a5b,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\7e8b768284cb6e9ec8abdf9d9d61ec41.sol
7eb1103dd388e60aef31de71855ef942,fd2bbd26381ca72cc51266ff6e39a45c1c07c62ffa61b1541bf623e1c5929c8d,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\7eb1103dd388e60aef31de71855ef942.sol
7ebd71a2ad69c9f4bcb733c440646994,5f4d25d4fefdcc19f5f6c3006559889f71ebf47cf537c6ca6c93c1c2c17f3e72,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\7ebd71a2ad69c9f4bcb733c440646994.sol
7ece38ae4706a8abfb4b860044e380df,798968300cb4a567ef9b30926b4a35c63de1cf38cf833e1608c82dac239f955b,1,1,1,0,1,time_manipulation,time_manipulation,116,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\7ece38ae4706a8abfb4b860044e380df.sol
7f1cb43dfa46b3d2759d20c21dd9df6e,ad110c477086c97b70a66f01426b796577ae63a626bd265f030c7ca574e11e3d,1,1,1,0,1,unchecked_low_calls,unchecked_low_calls,104,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\7f1cb43dfa46b3d2759d20c21dd9df6e.sol
7f363250765430cfd54314c54825ed6e,be4345d2c2818f710fb919855e1051021adcd5c558230eff2e8a2c760b28b168,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\7f363250765430cfd54314c54825ed6e.sol
7f40a8297602868af3960799606b01ce,ee54ce3e052c1b03f18f0e13a68bc17bb05bdbb97b9a7f5661d05b69c7d3e63a,1,7,1,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\7f40a8297602868af3960799606b01ce.sol
7f766de805ddcc3f0884df8daaae6e56,8f87e030981f57d3032036e676d8ca997362d1caef853ee9c921aac74df35080,1,1,1,0,1,bad_randomness,bad_randomness,120,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\7f766de805ddcc3f0884df8daaae6e56.sol
7f91af178547eb7e7335d5f6c42f6af1,7156b7aef1bda94f79ecfb5f4ddc6ce05d49e197ca7174a0db621a664542fc42,1,1,1,0,1,reentrancy,reentrancy,107,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\7f91af178547eb7e7335d5f6c42f6af1.sol
7ffc55c7c522b9a8cbed3750ff47218e,74f81bea726603a835bfc86d859f06b614536497e55854c73d49939700dd9299,1,7,3,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|front_running|unchecked_low_calls,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\7ffc55c7c522b9a8cbed3750ff47218e.sol
800ccd3bd134bc0bfcbe06fc152f51aa,7911ba962db2c668ae5011134d89b3ad1b0b546e703eceef104f41577dabbb5b,0,1,0,1,1,front_running,,114,EthRacer,C:\Users\Exauce\Documents\smart-contract-cgt\source\800ccd3bd134bc0bfcbe06fc152f51aa.sol
80165263e16c32c0a09f3d80142d08ac,67f3fcb0f50b4b39d407e41daffe784db74bb77ad387e98135705a8ec062e8b7,1,6,1,5,5,bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,front_running,104|107|113|114|120|128,CodeSmells|EthRacer,C:\Users\Exauce\Documents\smart-contract-cgt\source\80165263e16c32c0a09f3d80142d08ac.sol
80540374a3b4d6daa7bbffcc2e91bce7,404a95b3045173b38291a3f7ebf89e1068a665f81617ea84261e9ada6124fbc9,0,7,0,7,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\80540374a3b4d6daa7bbffcc2e91bce7.sol
8075c737c6bc20ea94c0461a0972e438,28648d13ce164c271a360d3a9fa5bd27edb09a905f6c85aeb6f4247a2d375e11,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\8075c737c6bc20ea94c0461a0972e438.sol
8096e68d25d119fccd73b19cb22a7e8f,7a16d54166c74b1e35488fedd1d7ad40765a0a5ece922e65e3730a3814f9ef6a,1,1,1,0,1,time_manipulation,time_manipulation,116,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\8096e68d25d119fccd73b19cb22a7e8f.sol
80aa979dc64aaf479a23db4d7402c720,c33ef8ece55332335502ef51d30071a53d6b00d6ef1c9f97d0692395363b4c69,1,6,2,4,5,arithmetic|bad_randomness|denial_service|reentrancy|unchecked_low_calls,arithmetic|unchecked_low_calls,101|104|107|113|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\80aa979dc64aaf479a23db4d7402c720.sol
80b24f62fdbb2922b8ba3a2af305c6f9,28b908d6c3acb216c10fb5deaad9c7a9c8293be73d490177f52aad5b55c44cf2,0,1,0,1,1,front_running,,114,JiuZhou,C:\Users\Exauce\Documents\smart-contract-cgt\source\80b24f62fdbb2922b8ba3a2af305c6f9.sol
80bc03887e36ac189f77021ca411e713,0a2665e4008a0827a829d5f754809000a0de59c026521ea93b213b630334ca12,1,7,4,3,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|bad_randomness|unchecked_low_calls,101|104|107|113|114|120,Doublade|Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\80bc03887e36ac189f77021ca411e713.sol
80ebfc0b73433867a04f33c23a99f031,9405dca3674f46d316a64652029e45a86bf4eba644d42bbb088f2fba63dfa25e,1,1,1,0,1,time_manipulation,time_manipulation,116,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\80ebfc0b73433867a04f33c23a99f031.sol
811537276f2c0601fb9663c2192532e7,e9c8140f9378937dd905d8beaf7bfb14347c920c6bd1dda8e068b9e3e8a4664d,0,6,0,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\811537276f2c0601fb9663c2192532e7.sol
812042dceb6a3620ee34415cba096fb0,a9e8df29a7c5939f7bb57abc865c6be203e605ae9f933c22683d139776fa5602,1,7,3,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|front_running|unchecked_low_calls,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\812042dceb6a3620ee34415cba096fb0.sol
81271001a02d1a2a76625b944b3acf4d,40d2e3fa616905f44ab6b6a5e00c3798c1c14352407b9a62ed56d34e013351dc,1,6,3,3,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|front_running|unchecked_low_calls,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\81271001a02d1a2a76625b944b3acf4d.sol
816d6a19201b207309c5dbecfa2d7df6,96b5f309f5606a895a5b0deec33484d931b78ae6c8e7d4be514edcfc6f513a5d,1,1,1,0,1,time_manipulation,time_manipulation,116,JiuZhou,C:\Users\Exauce\Documents\smart-contract-cgt\source\816d6a19201b207309c5dbecfa2d7df6.sol
8173d1c5ff367cffb7d08b65f77a6b0a,4633082e3d74782da1f02ebeaf83f40b805e50d40761cd3a37126e4390ffd536,1,6,1,5,5,bad_randomness|denial_service|reentrancy|time_manipulation|unchecked_low_calls,time_manipulation,104|107|113|116|120|128,CodeSmells|ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\8173d1c5ff367cffb7d08b65f77a6b0a.sol
81b148109b8ec37b833a2d3f1a66a2fb,c6b48f7813493e55c04d0d884db1608fe4269d7b9c12eeb9029e4ef1eef1bae6,0,4,0,4,3,bad_randomness|denial_service|unchecked_low_calls,,104|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\81b148109b8ec37b833a2d3f1a66a2fb.sol
81eb0e47925a6b49da533f82c1454ad4,eb1ebc8475873c8b161a9349eef5cf0f77c008c1bfe52d10a37259cacabb584e,0,1,0,1,1,reentrancy,,107,Doublade,C:\Users\Exauce\Documents\smart-contract-cgt\source\81eb0e47925a6b49da533f82c1454ad4.sol
82350e130f66b632da7f0603d699ba5d,18e59f13f7d1e78499b7c77346b1b4092a64d00c6705767b2c79d46a885af0e4,1,7,3,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|denial_service|reentrancy,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\82350e130f66b632da7f0603d699ba5d.sol
82916db237361af327ded0dd136ef504,795d2f1873e2db711a7c9317526f54eaafba9307f76a6f9f4e7dd98cd19914fb,1,7,1,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\82916db237361af327ded0dd136ef504.sol
82a95267f482b47b5df9f2afc4fa1130,d4655c99a4120fa86cf232e358a99599a8cd0845cb4231652fded8c4b21b72ed,1,1,1,0,1,reentrancy,reentrancy,107,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\82a95267f482b47b5df9f2afc4fa1130.sol
82a980a79785fc47ba08ada144bb9256,b92cebb4bea77bfa88828a87ff9337badde4e8f1068d560b9ada93a0999d2f8a,1,6,1,5,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\82a980a79785fc47ba08ada144bb9256.sol
82ccd5367f915d111504bd7afd3a29bf,eab4cbab3f730bdaaef306aba5def56c6ca8cbba1a7081579ed2f14ec0d37d47,1,1,1,0,1,time_manipulation,time_manipulation,116,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\82ccd5367f915d111504bd7afd3a29bf.sol
82d73d1a6004acde53f9b27975fa4bc8,1f213c9a5fbf54e884365ae48b1fad475c0a2cd6c2960d3bc41e4047ec69975c,1,1,1,0,1,time_manipulation,time_manipulation,116,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\82d73d1a6004acde53f9b27975fa4bc8.sol
830740df1b1fd50b121e89e702156a95,e5a85e30614e111bfd2477cd5d98624d5698b3d3f5d38004df7ae07fcf044400,1,7,3,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|denial_service|reentrancy,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\830740df1b1fd50b121e89e702156a95.sol
834151a5395a22f7720711b4c973a780,4b7f57b93f23e9be582cbebe3c2a14f42ab0dc5dbc7041f764ec9dbae50e5426,1,1,1,0,1,bad_randomness,bad_randomness,120,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\834151a5395a22f7720711b4c973a780.sol
83504ae4bb7976374def17c1f4722fbb,febc86880aee6aaa9c4a1c60c7d2c7a45de2cb733cadc19278bb209ea5423f17,0,4,0,4,4,bad_randomness|denial_service|front_running|unchecked_low_calls,,104|113|114|120,NPChecker,C:\Users\Exauce\Documents\smart-contract-cgt\source\83504ae4bb7976374def17c1f4722fbb.sol
8350782c7a660532825629f26ff02b9d,b4c2b949ddb68769e6b3d7a6015c33617b1fa47061329d80f4cf8c1b3abd8598,1,6,1,5,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\8350782c7a660532825629f26ff02b9d.sol
8372aa42ea0ab6ba3902779e207fe299,f512b03b87145aae3edb749174b15ff5d779d08e57462f0661bac3c8613bef75,1,7,1,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,reentrancy,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\8372aa42ea0ab6ba3902779e207fe299.sol
8375f4edbd4f03358c710ee34a01770b,06a959187176e0f9ab0efe475f1a2208c4ce06d480f47e176e09c0e001b194a7,1,7,2,5,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|reentrancy,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\8375f4edbd4f03358c710ee34a01770b.sol
837fe9e491d6350b3d5a50b276089cdc,b3fe99bc66396086126cc2a9ffe9a96fe6816d9d670f4cf8def16494cfbec66f,0,6,0,6,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells|Doublade,C:\Users\Exauce\Documents\smart-contract-cgt\source\837fe9e491d6350b3d5a50b276089cdc.sol
83884d98dfac6979434695c4afc26f59,8e76e8040b6c6ab5164202942626680c0aa16281eff679d2a348ff3a722a6dd9,1,1,1,0,1,bad_randomness,bad_randomness,120,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\83884d98dfac6979434695c4afc26f59.sol
83b05b513521748ab92e85bf9a0ea4c0,d249cc1ddebf28feea6827fcc0c311ddb1ec783d38addf5e21f8bca8c3ea8706,1,1,1,0,1,unchecked_low_calls,unchecked_low_calls,104,Doublade,C:\Users\Exauce\Documents\smart-contract-cgt\source\83b05b513521748ab92e85bf9a0ea4c0.sol
83f6dea6686e660fcc648f7a601df9dc,7e9fb5554dd61c0214e6d04eef5805dd9132e4598789534fa5122c2b0a7e0c8d,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\83f6dea6686e660fcc648f7a601df9dc.sol
